User_ID,Age,Gender,Location,Income,Interests,Last_Login_Days_Ago,Purchase_Frequency,Average_Order_Value,Total_Spending,Product_Category_Preference,Time_Spent_on_Site_Minutes,Pages_Viewed,Newsletter_Subscription,engagement,Purchase_Frequency_norm,Total_Spending_norm,engagement_norm,implicit_rating,AgeBucket,IncomeBucket,category_id
#146,30,Male,Urban,104730.0,Travel,22,5,146,1510.0,Home & Kitchen,7.99,8,True,15.99,0.5555555555555556,0.2786937222574508,0.011128598909397306,0.3765250349067926,25-34,High,4
#147,49,Male,Suburban,45051.0,Sports,15,9,118,3597.0,Health & Beauty,268.0,36,True,304.0,1.0,0.7140222941628007,0.46900685203732845,0.8182107175769932,45-54,Low,3
#148,56,Male,Suburban,47386.0,Fashion,28,0,138,4472.0,Apparel,590.01,25,False,615.01,0.0,0.8965390648466441,0.9634505015818509,0.499787629339175,55-64,Low,0
#149,49,Male,Suburban,95054.0,Sports,24,6,166,4940.0,Apparel,16.0,44,True,60.0,0.6666666666666666,0.9941594633381169,0.08109569005262236,0.7554813275074149,45-54,Medium,0
#150,21,Female,Suburban,131562.0,Sports,8,8,65,651.0,Apparel,334.0,47,True,381.0,0.8888888888888888,0.09951440109468346,0.5914214400406989,0.5039236244966774,18-24,High,0
#151,47,Female,Rural,36184.0,Fashion,11,1,44,3494.0,Home & Kitchen,464.0,40,True,504.0,0.1111111111111111,0.692537462870874,0.7869668208772516,0.4403385403796185,45-54,Low,4
#152,54,Female,Rural,53787.0,Sports,29,9,132,1276.0,Electronics,59.0,7,True,66.0,1.0,0.22988352301171447,0.09063448911782006,0.5625110342670535,45-54,Low,2
#153,40,Male,Rural,41621.0,Technology,9,4,140,4834.0,Home & Kitchen,177.0,46,False,223.0,0.4444444444444444,0.9720488602609886,0.34023306465715963,0.6714452935831607,35-44,Low,4
#154,56,Male,Rural,95564.0,Fashion,15,9,113,4432.0,Home & Kitchen,63.0,23,True,86.0,1.0,0.8881954410439542,0.12243048600181236,0.8619309970699607,55-64,Medium,4
#155,62,Male,Rural,97984.0,Sports,1,3,16,1097.0,Books,561.0,19,False,580.0,0.3333333333333333,0.19254580649467679,0.9077916090364223,0.3274247738262468,55-64,Medium,1
#156,32,Female,Suburban,79792.0,Food,1,5,36,4176.0,Books,307.0,46,True,353.0,0.5555555555555556,0.8347962487067383,0.5469070444031097,0.6803490163583432,25-34,Medium,1
#157,60,Male,Suburban,65253.0,Sports,19,5,11,2831.0,Home & Kitchen,246.0,22,False,268.0,0.5555555555555556,0.5542418983412876,0.41177405764614233,0.5405862600181937,55-64,Medium,4
#158,46,Female,Suburban,54051.0,Technology,3,1,181,4037.0,Health & Beauty,289.0,13,False,302.0,0.1111111111111111,0.8058021559923906,0.46582725234892924,0.4591936954314687,45-54,Low,3
#159,53,Female,Suburban,69811.0,Travel,10,1,96,4152.0,Books,332.0,21,True,353.0,0.1111111111111111,0.8297900744251243,0.5469070444031097,0.47809623793161693,45-54,Medium,1
#160,30,Female,Rural,50447.0,Sports,8,3,50,472.0,Home & Kitchen,527.0,1,False,528.0,0.3333333333333333,0.06217668457764577,0.8251220171380423,0.2604917097737448,25-34,Low,4
#161,49,Female,Rural,148046.0,Travel,15,0,132,2348.0,Electronics,255.0,19,False,274.0,0.0,0.453492640923806,0.42131285671134,0.2462029740868467,45-54,High,2
#162,24,Female,Rural,103930.0,Food,10,8,84,948.0,Health & Beauty,510.0,33,False,543.0,0.8888888888888888,0.16146580782965658,0.8489690148010366,0.557556515003449,18-24,High,3
#163,39,Female,Urban,143278.0,Sports,1,6,51,2656.0,Apparel,463.0,4,False,467.0,0.6666666666666666,0.5177385442045189,0.7281442266418658,0.60579676755622,35-44,High,0
#164,45,Male,Suburban,120037.0,Fashion,29,6,126,2422.0,Home & Kitchen,199.0,42,False,241.0,0.6666666666666666,0.46892834495878244,0.3688494618527527,0.5479027014167274,35-44,High,4
#165,19,Male,Suburban,50254.0,Travel,18,2,170,603.0,Home & Kitchen,271.0,3,True,274.0,0.2222222222222222,0.08950205253145546,0.42131285671134,0.18240720931028895,18-24,Low,4
#166,59,Female,Rural,104045.0,Food,2,2,187,3289.0,Health & Beauty,558.0,27,False,585.0,0.2222222222222222,0.6497763908820878,0.9157406082574204,0.48397343672268156,55-64,High,3
#167,62,Female,Suburban,136859.0,Fashion,19,0,72,802.0,Books,64.0,41,False,105.0,0.0,0.13101158094983814,0.15263668304160505,0.07421887973158767,55-64,High,1
#168,23,Male,Suburban,77418.0,Fashion,13,2,174,3725.0,Books,230.0,35,True,265.0,0.2222222222222222,0.7407218903314087,0.40700465811354347,0.47402531646048823,18-24,Medium,1
#169,45,Female,Rural,134534.0,Fashion,22,2,196,414.0,Books,249.0,28,True,277.0,0.2222222222222222,0.05007843006374529,0.42608225624393886,0.16514351915307926,35-44,High,1
#170,45,Female,Urban,34472.0,Fashion,1,3,136,2476.0,Apparel,246.0,6,False,252.0,0.3333333333333333,0.480192237092414,0.3863372601389485,0.40472023270548113,35-44,Low,0
#171,61,Male,Urban,131193.0,Sports,2,3,185,1140.0,Health & Beauty,587.0,6,True,593.0,0.3333333333333333,0.2015152020825685,0.9284590070110174,0.3335277416382576,55-64,High,3
#172,61,Female,Urban,23471.0,Sports,29,2,142,4478.0,Health & Beauty,157.0,44,True,201.0,0.2222222222222222,0.8977906084170476,0.3052574680847681,0.5345315205961483,55-64,Low,3
#173,37,Female,Rural,127332.0,Sports,16,9,57,3090.0,Books,564.0,23,True,587.0,1.0,0.6082668624637052,0.9189202079458196,0.8156121089032493,35-44,High,1
#174,47,Female,Suburban,140312.0,Food,15,7,12,357.0,Books,88.0,33,True,121.0,0.7777777777777777,0.03818876614491206,0.1780734805487989,0.3849922928200903,45-54,High,1
#175,28,Male,Rural,143379.0,Food,13,7,125,674.0,Electronics,313.0,16,True,329.0,0.7777777777777777,0.10431198478123019,0.5087518481423189,0.4478155779657854,25-34,High,2
#176,45,Male,Rural,115804.0,Food,16,0,184,4769.0,Electronics,66.0,24,True,90.0,0.0,0.9584904715816173,0.12878968537861082,0.4441996807495889,35-44,High,2
#177,42,Male,Suburban,28329.0,Technology,17,6,198,1652.0,Home & Kitchen,20.0,5,False,25.0,0.6666666666666666,0.30831358675700027,0.025452695505635843,0.4412863835912137,35-44,Low,4
#178,56,Female,Urban,54865.0,Food,21,1,108,4618.0,Home & Kitchen,33.0,41,False,74.0,0.1111111111111111,0.9269932917264626,0.10335288787141698,0.47748227006404986,55-64,Low,4
#179,50,Female,Urban,66850.0,Sports,29,0,125,857.0,Health & Beauty,558.0,42,True,600.0,0.0,0.14248406367853686,0.9395876059204146,0.15807658924738305,45-54,Medium,3
#180,18,Male,Rural,74220.0,Sports,29,2,23,2910.0,Health & Beauty,73.0,13,True,86.0,0.2222222222222222,0.5707205553516003,0.12243048600181236,0.3690672985084013,<18,Medium,3
#181,44,Female,Urban,132234.0,Technology,7,3,121,1204.0,Apparel,343.0,47,False,390.0,0.3333333333333333,0.21486500016687246,0.6057296386384954,0.30726221393894215,35-44,High,0
#182,30,Female,Rural,113808.0,Technology,24,5,70,4624.0,Apparel,133.0,12,True,145.0,0.5555555555555556,0.9282448352968661,0.21622867680958965,0.6893330435645487,25-34,High,0
#183,58,Female,Rural,128381.0,Food,26,9,168,3559.0,Electronics,55.0,5,False,60.0,1.0,0.7060958515502452,0.08109569005262236,0.7758527022028726,55-64,High,2
#184,20,Female,Suburban,26397.0,Travel,17,4,104,4092.0,Home & Kitchen,61.0,37,True,98.0,0.4444444444444444,0.8172746387210893,0.14150808413220775,0.5819243958377109,18-24,Low,4
#185,56,Female,Suburban,117909.0,Technology,7,3,26,303.0,Electronics,520.0,31,False,551.0,0.3333333333333333,0.026924874011280582,0.8616874135546335,0.24828493466053964,55-64,High,2
#186,23,Male,Suburban,148266.27,Fashion,13,7,133,2875.0,Electronics,272.0,28,False,300.0,0.7777777777777777,0.5634198845242465,0.46264765266053,0.6498037133019638,18-24,High,2
#187,25,Female,Rural,55525.0,Sports,5,3,33,2432.0,Home & Kitchen,246.0,28,True,274.0,0.3333333333333333,0.4710142509094549,0.42131285671134,0.40408769858038873,18-24,Low,4
#188,44,Male,Suburban,73072.0,Fashion,26,9,125,2092.0,Apparel,176.0,30,True,206.0,1.0,0.40009344858659013,0.3132064673057662,0.6613626985945422,35-44,Medium,0
#189,26,Female,Urban,110106.0,Sports,17,1,160,2343.0,Home & Kitchen,317.0,18,True,335.0,0.1111111111111111,0.45244968794846974,0.5182906472075166,0.30543142429756304,25-34,High,4
#190,54,Male,Urban,103820.0,Sports,3,2,91,406.0,Books,131.0,44,True,175.0,0.2222222222222222,0.04840970530320728,0.26392267213557813,0.14817663460000108,45-54,High,1
#191,50,Female,Rural,104530.0,Technology,7,5,59,1787.0,Books,102.0,27,False,129.0,0.5555555555555556,0.33647331709107897,0.1907918793023958,0.4204921806212251,45-54,High,1
#192,59,Male,Rural,43284.0,Technology,26,7,88,4209.0,Books,310.0,35,True,345.0,0.7777777777777777,0.8416797383439575,0.5341886456495127,0.7821747468197321,55-64,Low,1
#193,61,Female,Suburban,81330.0,Fashion,17,7,88,1960.0,Health & Beauty,292.0,26,False,318.0,0.7777777777777777,0.37255949003771316,0.4912640498561231,0.5667781755025831,55-64,Medium,3
#194,41,Male,Rural,103369.0,Sports,7,8,79,2061.0,Apparel,495.0,39,True,534.0,0.8888888888888888,0.39362714013950534,0.8346608162032401,0.6605982946831014,35-44,High,0
#195,32,Female,Rural,45122.0,Fashion,21,6,36,822.0,Apparel,361.0,49,False,410.0,0.6666666666666666,0.13518339285118314,0.6375256355224878,0.4245850903352812,25-34,Low,0
#196,49,Male,Urban,90553.0,Travel,1,1,24,879.0,Health & Beauty,338.0,18,True,356.0,0.1111111111111111,0.14707305677001636,0.5516764439357085,0.17135051994007822,45-54,Medium,3
#197,49,Female,Urban,101906.0,Fashion,17,7,59,628.0,Electronics,579.0,33,True,612.0,0.7777777777777777,0.0947168174081367,0.95866520405081,0.4884890882387425,45-54,High,2
#198,41,Male,Suburban,114788.0,Food,17,6,45,4968.0,Books,10.0,25,False,35.0,0.6666666666666666,0.9999999999999999,0.041350693947631995,0.7541350693947632,35-44,High,1
#199,58,Male,Rural,82812.0,Fashion,11,7,17,443.0,Books,49.0,31,True,80.0,0.7777777777777777,0.05612755732069553,0.11289168693661467,0.38654656948797445,55-64,Medium,1
#200,29,Female,Rural,27999.0,Food,25,2,88,3886.0,Electronics,487.0,37,True,524.0,0.2222222222222222,0.7743049761372359,0.8187628177612438,0.5303135210378805,25-34,Low,2
#201,56,Female,Urban,42436.0,Food,27,6,140,3782.0,Home & Kitchen,321.0,2,True,323.0,0.6666666666666666,0.752611554250242,0.4992130490771211,0.6885965043203209,55-64,Low,4
#202,19,Male,Rural,62963.0,Food,29,9,198,308.0,Home & Kitchen,569.0,33,True,602.0,1.0,0.027967826986616824,0.9427672056088139,0.556862242704859,18-24,Medium,4
#203,20,Female,Urban,22096.0,Travel,3,8,56,4836.0,Apparel,133.0,39,True,172.0,0.8888888888888888,0.9724660414511229,0.25915327260297927,0.8635250459133031,18-24,Low,0
#204,54,Male,Suburban,148266.27,Fashion,15,2,114,3506.0,Health & Beauty,583.0,43,False,626.0,0.2222222222222222,0.6950405500116811,0.9809224018696047,0.5108604876922169,45-54,High,3
#205,34,Male,Urban,133737.0,Fashion,29,9,107,1411.0,Apparel,83.0,43,True,126.0,1.0,0.25804325334579314,0.18602247976979697,0.5847217119825867,25-34,High,0
#206,19,Male,Rural,45279.0,Travel,21,5,105,2399.0,Home & Kitchen,57.0,32,False,89.0,0.5555555555555556,0.46413076127223574,0.1271998855344112,0.47157883112594723,18-24,Low,4
#207,19,Female,Suburban,141092.0,Sports,11,1,198,3436.0,Electronics,376.0,18,True,394.0,0.1111111111111111,0.6804392083569736,0.6120888380152939,0.4174065275621675,18-24,High,2
#208,45,Male,Urban,128899.0,Technology,26,1,169,2047.0,Apparel,349.0,17,True,366.0,0.1111111111111111,0.3907068718085639,0.5675744423777047,0.2825755365516242,35-44,High,0
#209,40,Male,Urban,134245.0,Fashion,28,4,125,1019.0,Books,271.0,34,False,305.0,0.4444444444444444,0.1762757400794313,0.4705966518815281,0.3263837482238969,35-44,High,1
#210,54,Female,Suburban,46201.0,Technology,16,4,22,2144.0,Books,483.0,39,False,522.0,0.4444444444444444,0.41094015953008706,0.8155832180728446,0.4664813935958236,45-54,Low,1
#211,49,Female,Suburban,39715.0,Travel,25,6,11,518.0,Electronics,111.0,7,False,118.0,0.6666666666666666,0.07177185195073923,0.17330408101620004,0.34962774147945264,45-54,Low,2
#212,50,Female,Urban,49309.0,Sports,22,1,43,1849.0,Home & Kitchen,76.0,42,False,118.0,0.1111111111111111,0.34940593398524844,0.17330408101620004,0.2245630783949818,45-54,Low,4
#213,18,Female,Rural,35078.0,Sports,28,6,198,2942.0,Books,158.0,35,False,193.0,0.6666666666666666,0.5773954543937523,0.2925390693311712,0.5890818614103056,<18,Low,1
#214,36,Male,Urban,76614.0,Sports,9,4,88,1199.0,Books,532.0,30,True,562.0,0.4444444444444444,0.21382204719153622,0.8791752118408293,0.3841374424202742,35-44,Medium,1
#215,19,Male,Suburban,25105.0,Travel,24,5,87,3492.0,Health & Beauty,329.0,12,False,341.0,0.5555555555555556,0.6921202816807396,0.5278294462727143,0.6142370713836043,18-24,Low,3
#216,61,Male,Urban,137666.0,Food,24,7,130,2872.0,Apparel,122.0,35,False,157.0,0.7777777777777777,0.5627941127390448,0.23530627493998504,0.6267879782265686,55-64,High,0
#217,43,Male,Suburban,114848.0,Food,1,9,102,2580.0,Home & Kitchen,41.0,11,True,52.0,1.0,0.501885658979408,0.06837729129902545,0.6826862756706361,35-44,High,4
#218,49,Female,Suburban,22839.0,Technology,29,3,107,1645.0,Apparel,167.0,44,True,211.0,0.3333333333333333,0.3068534525915295,0.32115546652676424,0.3201996003188647,45-54,Low,0
#219,23,Male,Rural,88920.0,Food,25,6,91,1170.0,Home & Kitchen,23.0,4,False,27.0,0.6666666666666666,0.207772919934586,0.028632295194035068,0.3963610434899672,18-24,Medium,4
#220,49,Male,Suburban,63619.0,Food,22,5,168,1950.0,Books,279.0,25,False,304.0,0.5555555555555556,0.3704735840870407,0.46900685203732845,0.4636137980429012,45-54,Medium,1
#221,21,Female,Suburban,62821.0,Sports,16,9,162,4298.0,Health & Beauty,469.0,48,False,517.0,1.0,0.8602443013049428,0.8076342188518466,0.917873357472409,18-24,Medium,3
#222,28,Male,Rural,145736.0,Sports,9,1,47,3039.0,Apparel,400.0,32,True,432.0,0.1111111111111111,0.5976287421152755,0.6725012320948792,0.3861830571613619,25-34,High,0
#223,34,Male,Suburban,33493.0,Technology,19,7,23,2003.0,Books,9.0,20,False,29.0,0.7777777777777777,0.3815288856256049,0.0318118948824343,0.5248691880197656,25-34,Low,1
#224,55,Male,Rural,37069.0,Fashion,12,9,145,778.0,Home & Kitchen,13.0,31,True,44.0,1.0,0.12600540666822416,0.05565889254542853,0.5122683222552437,45-54,Low,4
#225,41,Male,Rural,132443.0,Technology,19,8,100,1088.0,Apparel,52.0,4,True,56.0,0.8888888888888888,0.19066849113907153,0.0747364906758239,0.49327447008016456,35-44,High,0
#226,22,Male,Suburban,27531.0,Technology,22,4,63,2575.0,Apparel,209.0,38,True,247.0,0.4444444444444444,0.5008427060040717,0.3783882609179504,0.4632180437936273,18-24,Low,0
#227,51,Male,Suburban,57051.0,Travel,9,9,139,1707.0,Books,550.0,47,True,597.0,1.0,0.319786069485699,0.9348182063878158,0.6873855519073462,45-54,Low,1
#228,23,Female,Urban,27736.0,Travel,7,3,110,2969.0,Apparel,402.0,1,False,403.0,0.3333333333333333,0.583027400460568,0.6263970366130904,0.4750020338685647,18-24,Low,0
#229,39,Female,Rural,27710.0,Technology,14,5,98,1602.0,Health & Beauty,191.0,3,True,194.0,0.5555555555555556,0.2978840570036378,0.2941288691753708,0.41346071256917405,35-44,Low,3
#230,28,Male,Urban,87155.0,Technology,29,7,65,1889.0,Health & Beauty,51.0,37,True,88.0,0.7777777777777777,0.35774955778793843,0.1256100856902116,0.5235483095735934,25-34,Medium,3
#231,33,Male,Suburban,33975.0,Technology,19,2,103,1525.0,Books,393.0,22,False,415.0,0.2222222222222222,0.2818225811834596,0.6454746347434858,0.2913676250069054,25-34,Low,1
#232,50,Female,Urban,82424.0,Food,19,9,102,2540.0,Home & Kitchen,300.0,17,True,317.0,1.0,0.4935420351767179,0.4896742500119235,0.7210613408307154,45-54,Medium,4
#233,26,Male,Rural,65603.0,Travel,2,0,93,2142.0,Books,196.0,14,False,210.0,0.0,0.4105229783399526,0.31956566668256464,0.21669190692123513,25-34,Medium,1
#234,23,Male,Urban,43252.0,Technology,9,3,94,1378.0,Health & Beauty,417.0,41,True,458.0,0.3333333333333333,0.2511597637085739,0.7138360280440693,0.3344054964732652,18-24,Low,3
#235,33,Male,Rural,100797.0,Sports,13,3,198,2694.0,Electronics,420.0,35,False,455.0,0.3333333333333333,0.5256649868170744,0.7090666285114704,0.45745590691883053,25-34,High,2
#236,46,Female,Suburban,21431.0,Sports,15,0,31,4789.0,Electronics,522.0,13,True,535.0,0.0,0.9626622834829623,0.8362506160474397,0.5168230891720771,45-54,Low,2
#237,20,Male,Suburban,94603.0,Food,3,8,44,2536.0,Apparel,356.0,35,True,391.0,0.8888888888888888,0.4927076727964489,0.6073194384826951,0.6824503966066715,18-24,Medium,0
#238,37,Female,Rural,57481.0,Food,11,2,25,3903.0,Apparel,148.0,43,False,191.0,0.2222222222222222,0.7778510162533792,0.289359469642772,0.4789689042782978,35-44,Low,0
#239,53,Male,Suburban,112573.0,Fashion,21,4,59,2305.0,Electronics,365.0,2,True,367.0,0.4444444444444444,0.44452324533591425,0.5691642422219043,0.45695188462335184,45-54,High,2
#240,36,Female,Suburban,29557.0,Fashion,14,5,131,1127.0,Health & Beauty,364.0,47,True,411.0,0.5555555555555556,0.19880352434669427,0.6391154353666874,0.4033731294926811,35-44,Low,3
#241,43,Female,Suburban,94971.0,Fashion,25,7,137,3639.0,Apparel,402.0,13,False,415.0,0.7777777777777777,0.7227830991556252,0.6454746347434858,0.7397998580943799,35-44,Medium,0
#242,20,Male,Suburban,123302.0,Food,8,5,122,3583.0,Books,492.0,16,True,508.0,0.5555555555555556,0.7111020258318592,0.7933260202540501,0.6493285136497418,18-24,High,1
#243,36,Female,Rural,21429.52,Food,18,2,180,2341.0,Books,229.0,18,True,247.0,0.2222222222222222,0.45203250675833523,0.3783882609179504,0.3412534541330459,35-44,Low,1
#244,37,Male,Urban,54742.0,Food,19,5,26,2865.0,Health & Beauty,575.0,7,False,582.0,0.5555555555555556,0.561333978573574,0.9109712087248215,0.5936974112305905,35-44,Low,3
#245,49,Female,Urban,39675.0,Sports,16,0,89,1273.0,Apparel,537.0,45,False,582.0,0.0,0.22925775122651268,0.9109712087248215,0.19426310892441287,45-54,Low,0
#246,24,Male,Suburban,93997.0,Food,2,3,195,3330.0,Books,268.0,36,False,304.0,0.3333333333333333,0.6583286052798452,0.46900685203732845,0.4931485575796632,18-24,Medium,1
#247,58,Male,Urban,37015.0,Sports,8,5,139,3450.0,Apparel,405.0,41,False,446.0,0.5555555555555556,0.6833594766879151,0.6947584299136739,0.6269876075009291,55-64,Low,0
#248,50,Female,Urban,70057.0,Fashion,22,6,141,503.0,Apparel,11.0,30,False,41.0,0.6666666666666666,0.06864299302473051,0.05088949301282968,0.33597829616241165,45-54,Medium,0
#249,57,Male,Suburban,52591.0,Fashion,6,9,94,2825.0,Books,320.0,42,True,362.0,1.0,0.5529903547708841,0.5612152430009062,0.7549671839469885,55-64,Low,1
#250,56,Male,Suburban,113583.0,Fashion,12,2,176,3482.0,Electronics,126.0,41,False,167.0,0.2222222222222222,0.6900343757300671,0.2512042733819812,0.43563589641672834,55-64,High,2
#251,35,Female,Urban,146133.0,Technology,15,8,103,4263.0,Books,306.0,7,True,313.0,0.8888888888888888,0.852943630477589,0.48331505063512503,0.8321561387784275,25-34,High,1
#252,57,Male,Rural,120318.0,Technology,25,6,143,187.0,Health & Beauty,511.0,15,False,526.0,0.6666666666666666,0.002728364983479621,0.8219424174496431,0.3834220059875301,55-64,High,3
#253,18,Male,Suburban,29833.0,Travel,8,0,90,1258.0,Home & Kitchen,89.0,40,True,129.0,0.0,0.22612889230050395,0.1907918793023958,0.12083718946546636,<18,Low,4
#254,28,Female,Rural,27896.0,Travel,4,1,78,4373.0,Books,355.0,19,True,374.0,0.1111111111111111,0.8758885959349865,0.5802928411313016,0.5021791522838741,25-34,Low,1
#255,45,Female,Urban,52972.0,Travel,15,0,78,2957.0,Apparel,352.0,43,False,395.0,0.0,0.5805243133197611,0.6136786378594935,0.32260380477984185,35-44,Low,0
#256,42,Male,Suburban,69733.0,Technology,28,8,157,1481.0,Apparel,14.0,37,True,51.0,0.8888888888888888,0.2726445950005006,0.06678749145482583,0.5293688168957078,35-44,Medium,0
#257,40,Male,Rural,140363.0,Technology,20,8,25,4781.0,Books,257.0,2,True,259.0,0.8888888888888888,0.9609935587224243,0.3974658590483458,0.8721936873299255,35-44,High,1
#258,48,Female,Suburban,61800.0,Travel,25,6,60,2164.0,Home & Kitchen,209.0,42,False,251.0,0.6666666666666666,0.4151119714314321,0.3847474602947489,0.5252751331736193,45-54,Medium,4
#259,47,Female,Urban,116044.0,Travel,17,9,114,2474.0,Books,281.0,48,False,329.0,1.0,0.4797750559022794,0.5087518481423189,0.7167739599702576,45-54,High,1
#260,59,Male,Rural,25347.0,Food,13,2,174,417.0,Home & Kitchen,443.0,13,False,456.0,0.2222222222222222,0.050704201848947035,0.71065642835567,0.19388253366759317,55-64,Low,4
#261,52,Female,Urban,79063.0,Travel,18,4,179,1602.0,Home & Kitchen,389.0,40,False,429.0,0.4444444444444444,0.2978840570036378,0.6677318325622804,0.40082100890786504,45-54,Medium,4
#262,24,Male,Urban,115850.0,Food,2,3,194,2142.0,Health & Beauty,483.0,41,True,524.0,0.3333333333333333,0.4105229783399526,0.8187628177612438,0.41661162202910307,18-24,High,3
#263,33,Male,Suburban,22643.0,Sports,13,6,75,4698.0,Apparel,147.0,43,True,190.0,0.6666666666666666,0.9436805393318426,0.2877696697985723,0.7534332096791864,25-34,Low,0
#264,43,Male,Rural,60785.0,Technology,13,8,18,2122.0,Apparel,279.0,43,True,322.0,0.8888888888888888,0.4063511664386076,0.4976232492329215,0.6326203498206655,35-44,Medium,0
#265,19,Male,Urban,38681.0,Travel,22,1,116,218.0,Home & Kitchen,521.0,31,True,552.0,0.1111111111111111,0.009194673430564362,0.8632772133988331,0.14046532438363726,18-24,Low,4
#266,18,Male,Urban,70026.0,Technology,15,7,109,809.0,Apparel,434.0,16,True,450.0,0.7777777777777777,0.1324717151153089,0.7011176292904724,0.4797240347309362,<18,Medium,0
#267,29,Female,Rural,123864.0,Technology,20,8,95,3657.0,Electronics,144.0,42,True,186.0,0.8888888888888888,0.7265377298668357,0.28141047042177386,0.7550830254822535,25-34,High,2
#268,22,Female,Urban,35892.0,Technology,29,9,73,4240.0,Home & Kitchen,289.0,44,False,333.0,1.0,0.8481460467910422,0.5151110475191174,0.8831768258078808,18-24,Low,4
#269,54,Female,Urban,67299.0,Sports,27,9,31,4509.0,Apparel,386.0,6,True,392.0,1.0,0.9042569168641325,0.6089092383268947,0.9178065364215491,45-54,Medium,0
#270,49,Female,Rural,37073.0,Fashion,10,8,171,3350.0,Electronics,14.0,28,True,42.0,0.8888888888888888,0.6625004171811901,0.0524792928570293,0.7033731170172385,45-54,Low,2
#271,26,Male,Rural,122304.0,Travel,29,9,192,517.0,Health & Beauty,257.0,32,True,289.0,1.0,0.07156326135567198,0.44515985437433425,0.5267194530474858,25-34,High,3
#272,58,Male,Rural,50682.0,Fashion,3,6,166,2703.0,Apparel,346.0,44,False,390.0,0.6666666666666666,0.5275423021726796,0.6057296386384954,0.5979669998415554,55-64,Low,0
#273,52,Male,Rural,117798.0,Fashion,19,8,175,3954.0,Electronics,345.0,10,False,355.0,0.8888888888888888,0.7884891366018089,0.5500866440915089,0.8098287758799648,45-54,High,2
#274,36,Male,Suburban,146021.0,Fashion,3,8,119,1201.0,Books,400.0,18,False,418.0,0.8888888888888888,0.21423922838167073,0.6502440342760847,0.5614320561993603,35-44,High,1
#275,33,Female,Rural,116894.0,Technology,22,2,106,4521.0,Books,207.0,4,False,211.0,0.2222222222222222,0.9067600040049394,0.32115546652676424,0.5401575484548992,25-34,High,1
#276,20,Male,Suburban,144302.0,Food,14,3,27,3528.0,Electronics,172.0,9,True,181.0,0.3333333333333333,0.6996295431031605,0.2734614712007758,0.4921794415164998,18-24,High,2
#277,37,Male,Suburban,34289.0,Technology,8,1,80,2361.0,Home & Kitchen,464.0,7,True,471.0,0.1111111111111111,0.45620431865968025,0.7345034260186643,0.32874228599872257,35-44,Low,4
#278,41,Female,Suburban,135359.0,Technology,27,9,136,4269.0,Home & Kitchen,270.0,8,True,278.0,1.0,0.8541951740479925,0.42767205608813846,0.8771550339304105,35-44,High,4
#279,50,Female,Urban,27927.0,Fashion,23,2,106,3734.0,Apparel,221.0,43,False,264.0,0.2222222222222222,0.742599205687014,0.40541485826934387,0.4747111283860907,45-54,Low,0
#280,41,Female,Suburban,68330.0,Technology,4,4,11,608.0,Books,152.0,7,True,159.0,0.4444444444444444,0.0905450055067917,0.23848587462838428,0.2645938399408947,35-44,Medium,1
#281,28,Female,Suburban,86707.0,Fashion,27,4,141,2479.0,Home & Kitchen,183.0,41,True,224.0,0.4444444444444444,0.4808180088776157,0.34182286450135924,0.450550390445063,25-34,Medium,4
#282,25,Male,Urban,140279.0,Food,28,5,13,3264.0,Home & Kitchen,399.0,40,True,439.0,0.5555555555555556,0.6445616260054067,0.6836298310042765,0.6084157148028607,18-24,High,4
#283,53,Male,Urban,97454.0,Travel,20,6,134,787.0,Books,72.0,3,False,75.0,0.6666666666666666,0.1278827220238294,0.10494268771561659,0.3680414936822849,45-54,Medium,1
#284,55,Female,Urban,127439.0,Fashion,11,6,91,4852.0,Health & Beauty,418.0,17,False,435.0,0.6666666666666666,0.975803490972199,0.6772706316274781,0.8068386341002374,45-54,High,3
#285,57,Male,Rural,124646.0,Food,26,0,36,1392.0,Home & Kitchen,283.0,2,False,285.0,0.0,0.2540800320395154,0.4388006549975358,0.1582160799175355,55-64,High,4
#286,37,Male,Urban,85428.0,Travel,11,1,180,4005.0,Electronics,74.0,15,True,89.0,0.1111111111111111,0.7991272569502386,0.1271998855344112,0.4223272541810485,35-44,Medium,2
#287,52,Male,Urban,70601.0,Sports,27,8,68,3175.0,Apparel,355.0,46,True,401.0,0.8888888888888888,0.6259970630444214,0.6232174369246912,0.7440204220624588,45-54,Medium,0
#288,42,Female,Suburban,97465.0,Fashion,11,9,41,3309.0,Home & Kitchen,497.0,29,True,526.0,1.0,0.6539482027834329,0.8219424174496431,0.8264709329975091,35-44,Medium,4
#289,52,Male,Urban,22539.0,Fashion,2,1,170,424.0,Home & Kitchen,328.0,48,True,376.0,0.1111111111111111,0.052164336014417785,0.5834724408197008,0.1318211952884581,45-54,Low,4
#290,42,Female,Rural,122263.0,Sports,17,5,37,2093.0,Health & Beauty,535.0,22,False,557.0,0.5555555555555556,0.40030203918165735,0.8712262126198311,0.517258538893729,35-44,High,3
#291,46,Male,Urban,131487.0,Sports,9,0,115,4076.0,Electronics,580.0,4,True,584.0,0.0,0.8139371892000133,0.9141508084132208,0.4576868159813281,45-54,High,2
#292,35,Male,Rural,42669.0,Fashion,28,2,114,4912.0,Apparel,447.0,6,False,453.0,0.2222222222222222,0.9883189266762339,0.7058870288230712,0.6153322198866124,25-34,Low,0
